ocel:eid,ocel:activity,ocel:timestamp,ocel:type:MaintenanceRecord,ocel:type:LogBatch,ocel:type:ProductionBatch,ocel:type:TimberOutput,ocel:type:QualityReport,ocel:type:Mill,CaseID,Mill,LogsProcessed,VolumeM3,ProductionM3,YieldPercent,DowntimeHours,MaintenanceHours,MoistureDefectRate,TwistingDefectRate,BlueStainRate,KnotDefectRate,CrackDefectRate,QualityGradeA,ShiftType,OperatorID,EquipmentStatus,Hour,DayOfWeek,Conformance_Label,Violation_Types
E008388,ProcessLogs,07/25/2016 03:35,,,BATCH_CASE_0305_010,,,,CASE_0305,R200,118,36.87,16.21,43.97,1.27,0.27,0.94,2.49,0.43,4.72,1.82,93.39,Night,OP_010,Operational,3,0,0,None
E008389,ProcessLogs,07/25/2016 06:27,,,BATCH_CASE_0305_011,,,,CASE_0305,R200,137,42.29,29.3,69.28,1.11,0.26,1.94,2.81,3.27,0.69,0.59,95.0,Day,OP_014,Operational,6,0,0,None
E008390,QualityInspection,07/25/2016 09:19,,,,,QR_CASE_0305_012,,CASE_0305,R200,94,32.78,11.04,33.68,0.66,0.03,2.96,1.46,1.81,1.51,1.31,92.45,Day,OP_001,Operational,9,0,0,None
E008391,ProcessLogs,07/25/2016 13:53,,,BATCH_CASE_0305_013,,,,CASE_0305,R200,119,35.37,8.91,25.19,0.32,0.04,1.59,1.55,2.11,4.48,3.8,86.52,Day,OP_006,Operational,13,0,0,None
E008392,ProcessLogs,07/25/2016 16:53,,,BATCH_CASE_0305_014,,,,CASE_0305,R200,82,22.53,14.86,65.96,0.42,0.08,0.57,3.46,2.69,2.6,1.58,92.03,Day,OP_010,Operational,16,0,0,None
E008393,LogShortage,07/25/2016 18:42,,LOG_R200_015,,,,,CASE_0305,R200,219,11.72,4.43,37.8,1.04,0.21,0.4,0.85,2.65,0.01,0.17,95.0,Night,OP_014,Operational,18,0,0,None
E008394,ShiftEnd,07/25/2016 21:02,,LOG_R200_016,,,,,CASE_0305,R200,211,23.25,9.48,40.77,0.47,0.02,2.72,2.79,1.21,2.21,1.08,95.0,Night,OP_002,Operational,21,0,0,None
E008395,SawBladeChange,07/25/2016 23:54,MR_R200_017,,,,,,CASE_0305,R200,206,54.75,29.94,54.68,1.29,0.87,0.26,3.71,3.42,2.47,1.93,89.41,Night,OP_013,Maintenance,23,0,0,None
E008396,SawBladeChange,07/26/2016 01:45,MR_R200_018,,,,,,CASE_0305,R200,64,18.43,10.14,55.02,1.39,0.71,2.86,1.89,3.8,0.05,2.53,94.1,Night,OP_010,Maintenance,1,1,0,None
E008397,ProcessLogs,07/26/2016 03:36,,,BATCH_CASE_0305_019,,,,CASE_0305,R200,149,45.65,29.95,65.61,0.6,0.2,1.06,3.61,3.89,0.98,1.65,89.09,Night,OP_011,Operational,3,1,0,None
E008398,ProcessLogs,07/26/2016 07:31,,,BATCH_CASE_0305_020,,,,CASE_0305,R200,195,19.55,8.84,45.22,1.35,0.24,0.97,3.32,1.27,2.5,3.08,90.01,Day,OP_015,Operational,7,1,0,None
E008399,QualitySorting,07/26/2016 11:15,,,,,QR_CASE_0305_021,,CASE_0305,R200,166,44.2,17.79,40.25,1.25,0.18,3.31,2.43,0.77,2.58,0.58,93.73,Day,OP_009,Operational,11,1,0,None
E008400,StartProduction,01/15/2018 00:00,,,BATCH_CASE_0306_000,,,,CASE_0306,R200,167,19.46,7.94,40.8,0.01,0.0,1.85,3.51,1.21,1.13,0.22,88.71,Night,OP_015,Operational,0,0,0,None
E008401,ProductionComplete,01/15/2018 02:45,,,BATCH_CASE_0306_001,,,,CASE_0306,R200,171,57.75,42.43,73.47,1.11,0.23,4.83,0.37,2.18,1.06,3.18,90.51,Night,OP_013,Operational,2,0,0,None
E008402,ProcessLogs,01/15/2018 05:47,,,BATCH_CASE_0306_002,,,,CASE_0306,R200,173,50.22,21.77,43.35,1.27,0.46,2.78,0.01,0.38,1.38,0.27,95.0,Night,OP_002,Operational,5,0,0,None
E008403,QualitySorting,01/15/2018 09:06,,,,,QR_CASE_0306_003,,CASE_0306,R200,126,47.55,18.6,39.12,1.38,0.4,0.54,2.32,2.74,4.39,0.99,91.83,Day,OP_002,Operational,9,0,0,None
E008404,ProcessLogs,01/15/2018 11:53,,,BATCH_CASE_0306_004,,,,CASE_0306,R200,119,29.9,13.0,43.48,1.36,0.55,3.5,1.22,0.47,2.24,1.62,86.49,Day,OP_001,Operational,11,0,0,None
E008405,LogShortage,01/15/2018 14:25,,LOG_R200_005,,,,,CASE_0306,R200,60,11.34,6.32,55.73,0.09,0.01,0.65,2.33,0.84,2.17,1.91,95.0,Day,OP_006,Operational,14,0,0,None
E008406,ProcessLogs,01/15/2018 17:55,,,BATCH_CASE_0306_006,,,,CASE_0306,R200,171,56.86,15.34,26.98,1.03,0.48,2.24,3.99,3.94,2.53,3.33,88.2,Day,OP_003,Operational,17,0,0,None
E008407,ProcessLogs,01/15/2018 21:41,,,BATCH_CASE_0306_007,,,,CASE_0306,R200,80,51.43,18.33,35.64,0.97,0.32,3.19,1.12,1.8,3.33,3.25,90.23,Night,OP_015,Operational,21,0,0,None
E008408,ProcessLogs,01/16/2018 00:07,,,BATCH_CASE_0306_008,,,,CASE_0306,R200,219,55.46,16.86,30.4,0.97,0.05,3.21,0.6,3.26,1.61,3.72,85.04,Night,OP_007,Operational,0,1,0,None
E008409,ConveyorMaintenance,01/16/2018 01:49,MR_R200_009,,,,,,CASE_0306,R200,104,42.62,32.6,76.49,2.48,2.45,4.94,0.44,3.54,0.87,2.74,84.24,Night,OP_014,Maintenance,1,1,0,None
E008410,QualitySorting,01/16/2018 04:49,,,,,QR_CASE_0306_010,,CASE_0306,R200,130,52.96,13.81,26.08,1.03,0.46,1.57,1.03,0.75,4.48,0.65,94.43,Night,OP_010,Operational,4,1,0,None
E008411,QualityInspection,01/16/2018 09:03,,,,,QR_CASE_0306_011,,CASE_0306,R200,195,28.76,7.8,27.12,0.26,0.04,4.99,1.42,3.89,3.46,0.47,82.59,Day,OP_001,Operational,9,1,0,None
E008412,ShiftEnd,01/16/2018 11:37,,LOG_R200_012,,,,,CASE_0306,R200,188,18.71,9.58,51.2,0.47,0.04,0.95,2.43,3.52,0.73,0.04,93.39,Day,OP_001,Operational,11,1,0,None
E008413,ShiftEnd,01/16/2018 14:53,,LOG_R200_013,,,,,CASE_0306,R200,215,56.78,42.01,73.99,0.34,0.09,3.69,0.71,0.39,2.83,0.61,88.08,Day,OP_013,Operational,14,1,0,None
E008414,ProcessLogs,01/16/2018 19:42,,,BATCH_CASE_0306_014,,,,CASE_0306,R200,147,41.31,12.11,29.31,0.45,0.18,1.82,1.15,0.15,4.35,3.59,85.3,Night,OP_005,Operational,19,1,0,None
E008415,ProductionComplete,01/16/2018 22:32,,,BATCH_CASE_0306_015,,,,CASE_0306,R200,207,8.06,2.17,26.92,1.46,0.3,0.73,0.53,3.15,1.47,3.66,91.86,Night,OP_006,Operational,22,1,0,None
E008416,StartProduction,01/17/2018 00:20,,,BATCH_CASE_0306_016,,,,CASE_0306,R200,159,39.4,21.59,54.8,1.49,0.01,3.76,1.04,2.68,1.97,2.99,92.71,Night,OP_013,Operational,0,2,0,None
E008417,QualitySorting,01/17/2018 02:32,,,,,QR_CASE_0306_017,,CASE_0306,R200,157,13.91,11.05,79.44,1.08,0.14,0.07,2.49,2.95,1.46,0.06,95.0,Night,OP_002,Operational,2,2,0,None
E008418,ProcessLogs,01/17/2018 03:49,,,BATCH_CASE_0306_018,,,,CASE_0306,R200,143,27.59,16.32,59.15,1.27,0.43,3.9,2.11,3.84,3.66,1.32,80.12,Night,OP_001,Operational,3,2,0,None
E008419,MaintenanceUnplanned,01/17/2018 05:39,MR_R200_019,,,,,,CASE_0306,R200,207,34.73,15.74,45.32,3.08,2.44,3.55,0.3,2.03,0.34,1.5,93.32,Night,OP_010,Maintenance,5,2,0,None
E008420,ProcessLogs,01/17/2018 10:14,,,BATCH_CASE_0306_020,,,,CASE_0306,R200,201,47.29,32.79,69.34,0.9,0.18,2.54,0.88,2.88,1.53,0.66,93.58,Day,OP_009,Operational,10,2,0,None
E008421,ConveyorMaintenance,01/17/2018 13:36,MR_R200_021,,,,,,CASE_0306,R200,67,50.34,38.15,75.78,1.6,1.04,0.92,1.77,0.81,4.27,1.74,95.0,Day,OP_014,Maintenance,13,2,0,None
E008422,ProcessLogs,01/17/2018 15:18,,,BATCH_CASE_0306_022,,,,CASE_0306,R200,145,18.05,7.29,40.39,0.47,0.18,4.57,2.96,1.84,0.54,3.05,87.5,Day,OP_007,Operational,15,2,0,None
E008423,ProductionComplete,01/17/2018 19:51,,,BATCH_CASE_0306_023,,,,CASE_0306,R200,212,49.28,14.67,29.77,0.09,0.01,1.22,1.62,3.34,1.96,1.83,86.05,Night,OP_014,Operational,19,2,0,None
E008424,StartProduction,01/24/2015 00:00,,,BATCH_CASE_0307_000,,,,CASE_0307,R250,169,48.69,12.42,25.51,0.98,0.15,3.87,1.04,2.31,1.41,2.57,90.95,Night,OP_015,Operational,0,5,0,None
E008425,ShiftEnd,01/24/2015 01:39,,LOG_R250_001,,,,,CASE_0307,R250,70,58.36,35.52,60.86,1.18,0.49,0.43,0.9,1.57,3.63,0.99,95.0,Night,OP_001,Operational,1,5,0,None
E008426,ProductionComplete,01/24/2015 03:47,,,BATCH_CASE_0307_002,,,,CASE_0307,R250,117,38.4,23.98,62.45,1.23,0.17,0.11,2.63,0.73,0.94,0.55,93.65,Night,OP_003,Operational,3,5,0,None
E008427,StartProduction,01/24/2015 06:58,,,BATCH_CASE_0307_003,,,,CASE_0307,R250,183,51.04,27.9,54.66,1.45,0.25,3.45,2.42,3.19,2.45,1.91,91.26,Day,OP_004,Operational,6,5,0,None
E008428,ProductionComplete,01/24/2015 09:55,,,BATCH_CASE_0307_004,,,,CASE_0307,R250,72,31.26,14.34,45.87,0.95,0.07,1.32,1.79,1.95,1.89,1.32,94.45,Day,OP_004,Operational,9,5,0,None
E008429,ProductionComplete,01/24/2015 11:16,,,BATCH_CASE_0307_005,,,,CASE_0307,R250,144,56.87,19.0,33.41,1.13,0.13,2.88,2.21,0.1,1.19,1.11,88.37,Day,OP_009,Operational,11,5,0,None
E008430,QualityInspection,01/24/2015 13:59,,,,,QR_CASE_0307_006,,CASE_0307,R250,208,39.57,29.64,74.91,1.29,0.63,0.95,1.7,1.3,1.92,3.85,86.51,Day,OP_013,Operational,13,5,0,None
E008431,QualitySorting,01/24/2015 15:55,,,,,QR_CASE_0307_007,,CASE_0307,R250,132,20.12,7.67,38.12,0.08,0.03,4.05,1.59,2.02,2.91,2.71,83.41,Day,OP_010,Operational,15,5,0,None
E008432,LogShortage,01/24/2015 19:42,,LOG_R250_008,,,,,CASE_0307,R250,102,24.87,15.42,62.0,1.0,0.41,1.69,0.03,0.08,4.08,0.77,89.36,Night,OP_003,Operational,19,5,0,None
E008433,ProcessLogs,01/24/2015 23:26,,,BATCH_CASE_0307_009,,,,CASE_0307,R250,106,45.0,34.68,77.07,0.39,0.08,1.74,3.91,1.78,0.65,3.95,90.77,Night,OP_004,Operational,23,5,0,None
E008434,StartProduction,01/25/2015 01:04,,,BATCH_CASE_0307_010,,,,CASE_0307,R250,80,44.4,20.17,45.43,0.37,0.16,4.19,1.08,0.43,1.08,3.64,95.0,Night,OP_006,Operational,1,6,0,None
E008435,StartProduction,01/25/2015 03:44,,,BATCH_CASE_0307_011,,,,CASE_0307,R250,143,39.56,27.19,68.73,0.75,0.33,1.58,3.84,0.57,4.08,3.39,82.02,Night,OP_007,Operational,3,6,0,None
E008436,ShiftEnd,01/25/2015 06:56,,LOG_R250_012,,,,,CASE_0307,R250,173,52.14,20.98,40.24,1.34,0.25,2.56,1.91,3.48,1.99,1.08,87.18,Day,OP_011,Operational,6,6,0,None
E008437,ProductionComplete,01/25/2015 10:59,,,BATCH_CASE_0307_013,,,,CASE_0307,R250,160,49.68,31.04,62.48,1.17,0.26,1.77,1.97,2.95,2.97,1.73,92.4,Day,OP_001,Operational,10,6,0,None
E008438,ShiftEnd,01/25/2015 11:58,,LOG_R250_014,,,,,CASE_0307,R250,103,20.91,14.49,69.3,0.73,0.3,4.78,3.0,1.8,2.35,0.4,82.84,Day,OP_012,Operational,11,6,0,None
E008439,ProcessLogs,01/25/2015 16:39,,,BATCH_CASE_0307_015,,,,CASE_0307,R250,193,42.72,15.32,35.86,1.06,0.33,4.78,1.84,1.01,1.42,1.0,92.58,Day,OP_007,Operational,16,6,0,None
E008440,ProcessLogs,01/25/2015 20:50,,,BATCH_CASE_0307_016,,,,CASE_0307,R250,70,19.75,6.52,33.01,0.55,0.27,1.52,2.96,3.86,4.79,1.15,89.66,Night,OP_011,Operational,20,6,0,None
E008441,ProcessLogs,01/25/2015 22:21,,,BATCH_CASE_0307_017,,,,CASE_0307,R250,151,41.15,10.53,25.59,1.12,0.16,1.81,1.05,2.02,4.89,1.14,93.65,Night,OP_007,Operational,22,6,0,None
E008442,QualitySorting,01/25/2015 23:29,,,,,QR_CASE_0307_018,,CASE_0307,R250,154,55.26,39.57,71.61,0.71,0.14,0.67,3.91,2.3,3.51,2.6,90.41,Night,OP_011,Operational,23,6,0,None
E008443,QualitySorting,01/26/2015 01:24,,,,,QR_CASE_0307_019,,CASE_0307,R250,94,48.88,29.27,59.88,1.32,0.35,0.41,1.98,0.26,4.81,0.98,95.0,Night,OP_004,Operational,1,0,0,None
E008444,ConveyorMaintenance,01/26/2015 05:14,MR_R250_020,,,,,,CASE_0307,R250,150,21.9,7.79,35.57,3.04,2.75,0.48,3.43,3.51,2.48,3.24,89.48,Night,OP_005,Maintenance,5,0,0,None
E008445,QualityInspection,01/26/2015 08:44,,,,,QR_CASE_0307_021,,CASE_0307,R250,187,56.84,36.58,64.36,0.97,0.45,0.46,1.3,0.71,0.17,3.07,95.0,Day,OP_004,Operational,8,0,0,None
E008446,ProcessLogs,01/26/2015 12:20,,,BATCH_CASE_0307_022,,,,CASE_0307,R250,66,33.5,20.29,60.57,0.48,0.07,1.58,1.27,0.57,2.6,2.02,88.43,Day,OP_006,Operational,12,0,0,None
E008447,LogShortage,01/26/2015 14:39,,LOG_R250_023,,,,,CASE_0307,R250,120,19.91,14.91,74.89,1.32,0.03,0.31,0.46,1.23,4.29,3.0,88.26,Day,OP_005,Operational,14,0,0,None
E008448,LogShortage,01/26/2015 16:30,,LOG_R250_024,,,,,CASE_0307,R250,115,59.2,30.17,50.96,0.19,0.01,4.84,0.06,0.34,2.32,0.32,91.34,Day,OP_010,Operational,16,0,0,None
E008449,ProductionComplete,01/26/2015 18:41,,,BATCH_CASE_0307_025,,,,CASE_0307,R250,156,56.32,36.92,65.55,0.64,0.08,3.07,1.21,2.48,4.29,3.89,79.57,Night,OP_005,Operational,18,0,0,None
E008450,StartProduction,01/26/2015 22:39,,,BATCH_CASE_0307_026,,,,CASE_0307,R250,121,39.18,26.59,67.87,1.43,0.47,1.0,1.46,3.2,4.97,0.51,94.52,Night,OP_006,Operational,22,0,0,None
E008451,SawBladeChange,01/26/2015 23:56,MR_R250_027,,,,,,CASE_0307,R250,157,17.68,11.43,64.65,0.75,0.52,1.31,3.63,3.0,2.56,1.35,87.54,Night,OP_011,Maintenance,23,0,0,None
E008452,StartProduction,01/27/2015 01:45,,,BATCH_CASE_0307_028,,,,CASE_0307,R250,62,27.52,13.23,48.07,0.2,0.0,4.32,1.59,2.79,1.88,0.62,89.64,Night,OP_004,Operational,1,1,0,None
E008453,MaintenancePlanned,01/27/2015 03:04,MR_R250_029,,,,,,CASE_0307,R250,132,25.3,7.65,30.24,0.95,0.89,1.52,3.87,0.52,4.06,0.99,84.21,Night,OP_003,Maintenance,3,1,0,None
E008454,ProcessLogs,01/27/2015 05:32,,,BATCH_CASE_0307_030,,,,CASE_0307,R250,203,52.87,29.48,55.76,1.28,0.57,0.05,1.88,0.02,1.48,2.78,91.74,Night,OP_002,Operational,5,1,0,None
E008455,ProcessLogs,01/27/2015 10:04,,,BATCH_CASE_0307_031,,,,CASE_0307,R250,186,58.74,21.58,36.74,1.1,0.49,0.54,2.15,3.43,4.29,0.54,92.49,Day,OP_007,Operational,10,1,0,None
E008456,ProductionComplete,01/27/2015 14:47,,,BATCH_CASE_0307_032,,,,CASE_0307,R250,196,9.25,6.02,65.08,0.04,0.0,1.01,2.18,1.86,3.33,3.56,90.2,Day,OP_015,Operational,14,1,0,None
E008457,StartProduction,01/27/2015 15:32,,,BATCH_CASE_0307_033,,,,CASE_0307,R250,95,54.54,30.06,55.12,1.19,0.42,0.91,1.54,0.9,2.73,2.79,92.26,Day,OP_009,Operational,15,1,0,None
E008458,LogShortage,01/27/2015 18:40,,LOG_R250_034,,,,,CASE_0307,R250,103,30.77,16.53,53.72,0.24,0.11,2.48,0.21,2.68,0.61,1.54,94.06,Night,OP_002,Operational,18,1,0,None
E008459,StartProduction,10/16/2019 00:00,,,BATCH_CASE_0308_000,,,,CASE_0308,R250,126,46.96,12.77,27.19,0.49,0.08,3.53,2.0,3.51,4.54,3.76,79.22,Night,OP_004,Operational,0,2,0,None
E008460,BreakdownMechanical,10/16/2019 02:01,MR_R250_001,,,,,,CASE_0308,R250,70,54.43,15.65,28.75,1.69,1.58,4.16,0.41,3.76,4.64,3.28,86.58,Night,OP_004,Breakdown,2,2,0,None
E008461,MaintenanceUnplanned,10/16/2019 05:44,MR_R250_002,,,,,,CASE_0308,R250,94,22.72,16.88,74.3,0.54,0.38,3.71,1.68,3.51,2.58,0.01,83.96,Night,OP_012,Maintenance,5,2,0,None
E008462,ShiftEnd,10/16/2019 07:44,,LOG_R250_003,,,,,CASE_0308,R250,114,37.42,26.96,72.05,0.78,0.13,2.06,3.06,0.24,1.39,3.44,86.56,Day,OP_012,Operational,7,2,0,None
E008463,ProcessLogs,10/16/2019 10:31,,,BATCH_CASE_0308_004,,,,CASE_0308,R250,215,50.15,36.77,73.32,1.45,0.07,1.45,2.34,0.28,3.56,0.79,87.03,Day,OP_015,Operational,10,2,0,None
E008464,QualityInspection,10/16/2019 12:46,,,,,QR_CASE_0308_005,,CASE_0308,R250,153,37.05,11.17,30.15,0.29,0.03,1.88,0.43,1.68,4.47,2.78,88.87,Day,OP_004,Operational,12,2,0,None
E008465,StartProduction,10/16/2019 14:10,,,BATCH_CASE_0308_006,,,,CASE_0308,R250,69,14.3,6.88,48.11,0.39,0.1,1.37,2.81,2.1,3.81,2.46,82.92,Day,OP_005,Operational,14,2,0,None
E008466,ProcessLogs,10/16/2019 15:43,,,BATCH_CASE_0308_007,,,,CASE_0308,R250,88,44.52,24.28,54.54,0.48,0.13,2.59,2.49,2.85,3.65,1.17,84.89,Day,OP_009,Operational,15,2,0,None
E008467,ProductionComplete,10/16/2019 19:10,,,BATCH_CASE_0308_008,,,,CASE_0308,R250,139,45.16,13.33,29.52,1.48,0.41,2.21,1.69,1.81,2.34,1.18,94.59,Night,OP_003,Operational,19,2,0,None
E008468,QualityInspection,10/16/2019 22:11,,,,,QR_CASE_0308_009,,CASE_0308,R250,136,36.52,25.06,68.62,0.99,0.48,1.3,1.18,0.47,3.35,1.24,93.95,Night,OP_004,Operational,22,2,0,None
E008469,QualityInspection,10/17/2019 00:31,,,,,QR_CASE_0308_010,,CASE_0308,R250,123,54.02,18.32,33.91,0.14,0.02,1.63,1.93,2.05,1.19,2.49,90.36,Night,OP_003,Operational,0,3,0,None
E008470,ProductionComplete,10/17/2019 02:02,,,BATCH_CASE_0308_011,,,,CASE_0308,R250,138,57.22,30.39,53.11,0.43,0.06,0.32,2.78,3.42,0.98,1.25,95.0,Night,OP_004,Operational,2,3,0,None
E008471,ShiftEnd,10/17/2019 04:25,,LOG_R250_012,,,,,CASE_0308,R250,90,23.95,17.71,73.95,0.91,0.3,4.3,0.81,3.95,1.63,2.58,91.11,Night,OP_014,Operational,4,3,0,None
E008472,SawBladeChange,10/17/2019 08:39,MR_R250_013,,,,,,CASE_0308,R250,202,31.84,11.01,34.58,2.83,1.82,2.0,0.4,3.11,4.06,0.18,95.0,Day,OP_013,Maintenance,8,3,0,None
E008473,QualitySorting,10/17/2019 10:25,,,,,QR_CASE_0308_014,,CASE_0308,R250,161,59.48,31.49,52.94,0.72,0.19,1.9,1.0,1.27,3.79,0.6,90.65,Day,OP_012,Operational,10,3,0,None
E008474,ProductionComplete,10/17/2019 14:24,,,BATCH_CASE_0308_015,,,,CASE_0308,R250,198,33.0,20.62,62.48,0.08,0.01,4.73,1.61,2.55,0.95,2.3,90.45,Day,OP_002,Operational,14,3,0,None
E008475,ShiftEnd,10/17/2019 17:37,,LOG_R250_016,,,,,CASE_0308,R250,82,48.68,30.12,61.87,0.91,0.43,0.14,2.07,2.36,4.91,3.26,92.55,Day,OP_002,Operational,17,3,0,None
E008476,QualityInspection,10/17/2019 21:26,,,,,QR_CASE_0308_017,,CASE_0308,R250,102,28.84,19.05,66.05,0.08,0.01,4.26,2.79,2.9,4.3,2.59,78.74,Night,OP_006,Operational,21,3,0,None
E008477,ProcessLogs,10/17/2019 23:07,,,BATCH_CASE_0308_018,,,,CASE_0308,R250,160,29.61,13.11,44.28,1.1,0.5,1.07,1.37,1.82,4.03,3.09,90.81,Night,OP_009,Operational,23,3,0,None
E008478,ProcessLogs,10/18/2019 01:11,,,BATCH_CASE_0308_019,,,,CASE_0308,R250,57,21.39,9.99,46.7,1.31,0.65,1.75,0.98,0.37,2.92,0.6,90.86,Night,OP_006,Operational,1,4,0,None
E008479,StartProduction,10/18/2019 05:06,,,BATCH_CASE_0308_020,,,,CASE_0308,R250,85,10.18,3.12,30.65,0.13,0.01,1.77,0.85,1.51,0.51,2.14,95.0,Night,OP_010,Operational,5,4,0,None
E008480,ShiftEnd,10/18/2019 05:54,,LOG_R250_021,,,,,CASE_0308,R250,144,11.56,3.48,30.1,0.01,0.0,1.34,1.72,3.91,0.13,2.81,88.59,Night,OP_015,Operational,5,4,0,None
E008481,QualitySorting,03/29/2017 00:00,,,,,QR_CASE_0309_000,,CASE_0309,R250,175,40.48,11.62,28.71,0.37,0.01,4.15,0.03,0.93,4.45,2.43,90.92,Night,OP_004,Operational,0,2,0,None
E008482,ProcessLogs,03/29/2017 03:47,,,BATCH_CASE_0309_001,,,,CASE_0309,R250,79,9.61,6.69,69.61,0.34,0.13,0.37,3.85,1.75,1.66,1.43,88.46,Night,OP_007,Operational,3,2,0,None
E008483,QualitySorting,03/29/2017 05:18,,,,,QR_CASE_0309_002,,CASE_0309,R250,87,19.57,12.61,64.44,0.74,0.04,2.75,1.72,0.65,3.62,1.97,88.13,Night,OP_010,Operational,5,2,0,None
E008484,ShiftEnd,03/29/2017 06:34,,LOG_R250_003,,,,,CASE_0309,R250,171,28.26,10.23,36.2,0.31,0.05,2.97,3.59,2.73,2.97,1.66,83.42,Day,OP_009,Operational,6,2,0,None
E008485,ProcessLogs,03/29/2017 07:48,,,BATCH_CASE_0309_004,,,,CASE_0309,R250,145,48.93,15.36,31.39,0.9,0.42,2.22,0.73,3.77,3.55,0.97,86.1,Day,OP_002,Operational,7,2,0,None
E008486,ProcessLogs,03/29/2017 12:34,,,BATCH_CASE_0309_005,,,,CASE_0309,R250,151,34.71,18.77,54.08,0.35,0.16,3.56,1.93,2.4,1.07,0.18,88.53,Day,OP_015,Operational,12,2,0,None
E008487,MaintenanceUnplanned,03/29/2017 16:29,MR_R250_006,,,,,,CASE_0309,R250,52,19.33,7.15,36.99,0.78,0.47,1.65,2.0,3.49,0.68,3.45,88.88,Day,OP_012,Maintenance,16,2,0,None
E008488,LogShortage,03/29/2017 17:38,,LOG_R250_007,,,,,CASE_0309,R250,161,52.19,32.32,61.93,0.35,0.1,2.29,2.0,1.47,2.34,1.96,86.51,Day,OP_006,Operational,17,2,0,None
E008489,ProcessLogs,03/29/2017 19:10,,,BATCH_CASE_0309_008,,,,CASE_0309,R250,135,28.05,14.04,50.05,1.34,0.19,2.17,2.1,1.65,0.45,3.02,95.0,Night,OP_012,Operational,19,2,0,None
E008490,QualityInspection,03/29/2017 23:11,,,,,QR_CASE_0309_009,,CASE_0309,R250,101,58.34,38.28,65.62,0.36,0.01,4.04,3.97,2.85,4.36,2.74,76.4,Night,OP_011,Operational,23,2,0,None
E008491,StartProduction,03/30/2017 02:00,,,BATCH_CASE_0309_010,,,,CASE_0309,R250,129,35.07,20.63,58.83,1.31,0.59,4.1,3.82,3.53,3.09,2.56,83.43,Night,OP_011,Operational,2,3,0,None
E008492,SawBladeChange,03/30/2017 02:42,MR_R250_011,,,,,,CASE_0309,R250,96,40.58,10.15,25.01,1.23,1.07,4.98,0.26,3.1,3.85,1.19,88.22,Night,OP_013,Maintenance,2,3,0,None
E008493,ShiftEnd,03/30/2017 06:49,,LOG_R250_012,,,,,CASE_0309,R250,51,20.45,11.75,57.46,0.55,0.14,1.5,2.09,1.57,0.07,0.28,95.0,Day,OP_009,Operational,6,3,0,None
E008494,QualitySorting,03/30/2017 10:46,,,,,QR_CASE_0309_013,,CASE_0309,R250,134,45.91,23.91,52.08,0.47,0.0,3.7,2.36,3.22,0.4,3.44,83.65,Day,OP_010,Operational,10,3,0,None
E008495,ProcessLogs,03/30/2017 13:33,,,BATCH_CASE_0309_014,,,,CASE_0309,R250,63,35.97,28.4,78.95,0.2,0.08,4.18,0.58,2.92,1.21,0.47,95.0,Day,OP_012,Operational,13,3,0,None
E008496,ShiftEnd,03/30/2017 15:14,,LOG_R250_015,,,,,CASE_0309,R250,163,18.18,14.5,79.76,1.45,0.21,2.1,2.35,1.58,3.05,1.96,91.89,Day,OP_004,Operational,15,3,0,None
E008497,ConveyorMaintenance,03/30/2017 16:23,MR_R250_016,,,,,,CASE_0309,R250,61,56.66,15.84,27.96,0.87,0.85,4.32,1.62,3.41,2.4,0.25,82.66,Day,OP_015,Maintenance,16,3,0,None
E008498,StartProduction,03/30/2017 17:10,,,BATCH_CASE_0309_017,,,,CASE_0309,R250,146,48.71,35.38,72.63,0.36,0.17,0.52,1.35,1.96,2.35,3.73,88.18,Day,OP_010,Operational,17,3,0,None
E008499,ShiftEnd,03/30/2017 18:38,,LOG_R250_018,,,,,CASE_0309,R250,181,41.07,19.94,48.55,1.33,0.33,3.17,0.25,3.14,4.3,0.68,83.56,Night,OP_012,Operational,18,3,0,None
E008500,ProcessLogs,03/30/2017 20:42,,,BATCH_CASE_0309_019,,,,CASE_0309,R250,195,19.97,9.85,49.32,0.47,0.08,3.92,2.9,0.74,1.49,1.82,88.99,Night,OP_005,Operational,20,3,0,None
E008501,StartProduction,12/10/2021 00:00,,,BATCH_CASE_0310_000,,,,CASE_0310,R250,76,23.64,18.87,79.82,0.12,0.03,1.55,3.22,1.2,4.19,3.2,85.0,Night,OP_012,Operational,0,4,0,None
E008502,QualitySorting,12/10/2021 01:35,,,,,QR_CASE_0310_001,,CASE_0310,R250,142,35.31,20.53,58.14,1.12,0.47,0.65,1.26,0.64,3.24,1.09,95.0,Night,OP_006,Operational,1,4,0,None
E008503,QualitySorting,12/10/2021 04:55,,,,,QR_CASE_0310_002,,CASE_0310,R250,143,15.7,12.1,77.07,0.45,0.11,2.47,0.54,3.31,1.01,0.6,95.0,Night,OP_014,Operational,4,4,0,None
E008504,ShiftEnd,12/10/2021 06:18,,LOG_R250_003,,,,,CASE_0310,R250,172,8.55,5.44,63.63,0.35,0.14,4.31,3.19,2.85,4.38,2.98,80.9,Day,OP_004,Operational,6,4,0,None
E008505,ConveyorMaintenance,12/10/2021 07:28,MR_R250_004,,,,,,CASE_0310,R250,191,36.39,24.77,68.07,1.28,0.66,2.75,3.33,3.03,2.87,2.34,83.13,Day,OP_006,Maintenance,7,4,0,None
